ATF	1.0 
30	57     
"Type=GenePix Export 3" 
"DateTime=2014/03/28 12:10:34" 
"Settings=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_setting.gps" 
"GalFile=" 
"PixelSize=5" 
"Wavelengths=532	635" 
"ImageFiles=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 2	C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 3" 
"NormalizationMethod=None" 
"NormalizationFactors=1	1" 
"JpegImage=" 
"StdDev=Type 1" 
"RatioFormulations=W1/W2 (532/635)" 
"FeatureType=Circular" 
"Barcode=" 
"BackgroundSubtraction=LocalFeature" 
"ImageOrigin=0, 0" 
"JpegOrigin=715, 1395" 
"Creator=GenePix Pro 7.2.29.002" 
"Scanner=GenePix 4300 [122871]" 
"FocusPosition=0" 
"Temperature=0" 
"LinesAveraged=1" 
"Comment=" 
"PMTGain=425	570" 
"ScanPower=70	90" 
"LaserPower=2.11	1.69" 
"Filters=Standard Green	Standard Red" 
"ScanRegion=0,0,4400,14400" 
"ScanArea=1" 
"Supplier=" 
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"F532 CV"	"F635 CV"	"B532 CV"	"B635 CV"	"Index" 
16	6	13	""	""	18420	49945	140	1211	1260	529	183	291	183	341	96	93	0	1821	1900	790	104	219	104	378	97	97	0	0.599	0.600	0.601	0.597	1.543	0.584	0.695	624	4390	100	0	0	0	2745	2873	-0.740	1028	1717	1077	1796	786014	1185344	2.842	4.447	41	41	117	172	5586
16	7	13	""	""	18675	49960	140	971	977	407	164	221	164	222	94	92	0	1237	1246	720	88	149	88	247	95	92	0	0.702	0.702	0.714	0.706	1.473	0.668	0.891	624	4405	100	0	0	0	1956	1971	-0.510	807	1149	813	1158	609669	777634	3.405	4.441	41	57	100	165	5587
16	8	13	""	""	18945	49970	145	920	935	236	150	163	150	80	98	98	0	1186	1208	382	74	88	74	99	99	97	0	0.692	0.692	0.697	0.708	1.332	0.661	0.882	624	4639	100	0	0	0	1882	1919	-0.530	770	1112	785	1134	583621	753676	9.650	11.313	25	31	49	112	5588
16	9	13	""	""	19215	49970	145	915	907	258	151	160	151	79	97	95	0	1191	1181	401	76	100	76	522	93	61	0	0.685	0.684	0.691	0.673	1.576	0.668	0.868	624	4662	100	0	0	0	1879	1861	-0.545	764	1115	756	1105	565809	737161	9.456	2.071	28	33	49	522	5589
16	10	13	""	""	19490	49945	140	674	703	219	165	174	165	96	99	98	0	952	1012	501	86	100	86	180	98	94	0	0.588	0.581	0.599	0.595	1.512	0.498	0.709	624	4702	100	0	0	0	1375	1464	-0.767	509	866	538	926	438905	631668	5.510	5.067	31	49	55	180	5590
16	11	13	""	""	19765	49945	135	623	644	148	178	188	178	77	100	100	0	947	969	243	100	115	100	98	100	100	0	0.525	0.536	0.529	0.531	1.411	0.516	0.819	540	4316	100	0	0	0	1292	1335	-0.929	445	847	466	869	347603	523296	5.922	8.714	22	25	40	85	5591
16	12	13	""	""	20035	49945	135	749	791	267	183	191	183	81	100	100	0	1106	1144	320	108	124	108	119	100	100	0	0.567	0.587	0.561	0.577	1.457	0.566	0.700	540	4316	100	0	0	0	1564	1644	-0.818	566	998	608	1036	426955	618019	7.407	8.571	33	27	42	95	5592
16	13	13	""	""	20300	49945	125	1129	1120	248	187	201	187	151	99	98	0	1201	1208	347	120	136	120	202	98	97	0	0.871	0.858	0.862	0.880	1.358	0.823	0.903	460	3704	100	0	0	0	2023	2021	-0.199	942	1081	933	1088	514991	555464	6.086	5.307	22	28	75	148	5593
16	14	13	""	""	20570	49945	130	1126	1108	305	201	212	201	88	99	97	0	1311	1296	444	132	149	132	165	97	95	0	0.785	0.779	0.798	0.798	1.373	0.743	0.885	540	4056	100	0	0	0	2104	2071	-0.350	925	1179	907	1164	598419	699694	10.182	6.952	27	34	41	110	5594
16	15	13	""	""	20840	49950	130	918	907	303	208	223	208	89	99	94	0	990	971	441	127	147	127	127	95	91	0	0.823	0.828	0.845	0.875	1.579	0.775	0.828	540	4068	100	0	0	0	1573	1543	-0.282	710	863	699	844	489698	524251	7.685	6.488	33	45	39	86	5595
16	1	14	""	""	17035	50230	145	4366	4370	338	2848	2938	2848	668	100	70	0	2597	2702	659	983	1026	983	484	100	94	0	0.941	0.885	0.916	0.921	1.446	0.827	0.517	624	4805	100	0	0	0	3132	3241	-0.088	1518	1614	1522	1719	2727148	1685959	2.144	3.463	7	24	22	47	5596
16	2	14	""	""	17310	50230	135	4470	4473	475	3550	3594	3550	622	73	23	0	2714	2836	684	1299	1334	1299	510	99	82	0	0.650	0.601	0.605	0.552	1.859	0.451	0.207	540	4164	100	0	0	0	2335	2460	-0.621	920	1415	923	1537	2415597	1531549	1.413	2.945	10	24	17	38	5597
16	3	14	""	""	17570	50230	140	4483	4500	519	3074	3182	3074	702	94	50	0	2762	2966	1162	1125	1156	1125	359	100	95	0	0.861	0.775	0.750	0.817	1.746	0.594	0.370	624	4468	100	0	0	0	3046	3267	-0.216	1409	1637	1426	1841	2807845	1850851	1.877	5.042	11	39	22	31	5598
16	4	14	""	""	17835	50195	150	1052	1129	562	699	1232	699	1171	12	0	0	277	323	193	215	448	215	675	1	0	0	5.694	3.981	3.328	3.420	2.898	2.967	0.729	716	4919	100	-75	0	0	415	538	2.509	353	62	430	108	808503	231077	-0.088	-0.185	49	59	95	150	5599
16	5	14	""	""	18105	50195	150	159	165	46	172	202	172	275	0	0	0	74	85	74	85	126	85	537	0	0	0	1.182	100000.000	0.985	0.909	4.132	0.406	0.778	716	4951	100	-75	0	0	-24	-7	0.241	-13	-11	-7	0	117782	61179	-0.135	-0.076	27	87	136	426	5600
16	6	14	""	""	18380	50195	150	173	449	665	196	370	196	494	17	14	0	94	347	591	121	281	121	462	17	15	0	0.852	1.119	0.975	0.892	2.895	1.080	0.921	716	5113	100	-75	0	0	-50	479	-0.231	-23	-27	253	226	321835	248658	0.160	0.143	148	170	133	164	5601
16	7	14	""	""	18675	50205	140	485	496	117	272	390	272	439	3	0	0	403	435	226	134	248	134	419	16	1	0	0.792	0.744	0.769	0.798	1.932	0.690	0.449	624	4567	100	0	0	0	482	525	-0.337	213	269	224	301	309227	271153	0.241	0.446	23	51	112	168	5602
16	8	14	""	""	18955	50210	140	472	483	176	249	278	249	150	80	19	0	392	414	192	117	136	117	157	85	39	0	0.811	0.788	0.760	0.807	1.985	0.876	0.516	624	4466	100	0	0	0	498	531	-0.302	223	275	234	297	301342	258096	1.367	1.771	36	46	53	115	5603
16	9	14	""	""	19220	50210	140	486	534	504	191	229	191	114	98	74	0	419	653	2498	103	120	103	98	98	85	0	0.934	0.624	0.925	0.917	1.820	0.157	0.450	624	4486	100	0	0	0	611	893	-0.099	295	316	343	550	333421	407165	2.675	5.439	94	382	49	81	5604
16	10	14	""	""	19505	50210	90	567	608	324	169	180	169	186	91	57	0	2744	2717	1211	87	107	87	298	95	92	0	0.150	0.167	0.162	0.172	1.812	0.154	0.578	256	1924	100	0	0	0	3055	3069	-2.739	398	2657	439	2630	155594	695449	2.301	8.758	53	44	103	278	5605
16	11	14	""	""	19765	50210	85	686	808	910	179	187	179	70	100	100	0	3691	3666	1253	91	112	91	267	100	98	0	0.141	0.176	0.152	0.161	1.641	0.209	0.379	208	1660	100	0	0	0	4107	4204	-2.828	507	3600	629	3575	168135	762435	8.871	13.311	112	34	37	238	5606
16	12	14	""	""	20020	50215	85	685	800	381	196	203	196	60	100	100	0	3528	3641	1128	99	109	99	64	100	100	0	0.143	0.171	0.150	0.159	1.624	0.169	0.645	208	1660	100	0	0	0	3918	4146	-2.810	489	3429	604	3542	166404	757229	9.950	55.188	47	30	29	58	5607
16	13	14	""	""	20290	50215	130	2521	2559	954	204	245	204	623	95	88	0	2008	2078	756	106	149	106	345	99	97	0	1.218	1.194	1.182	1.150	1.490	1.571	0.605	540	4084	100	0	0	0	4219	4327	0.285	2317	1902	2355	1972	1381809	1122284	3.714	5.591	37	36	254	231	5608
16	14	14	""	""	20570	50210	130	2725	2716	1691	210	242	210	190	100	100	0	2040	2171	1797	115	151	115	260	100	100	0	1.306	1.219	1.186	1.164	1.435	1.094	0.820	540	4076	100	0	0	0	4440	4562	0.386	2515	1925	2506	2056	1466905	1172129	13.021	7.769	62	82	78	172	5609
16	15	14	""	""	20840	50215	135	2797	2683	1188	221	249	221	163	100	100	0	2018	2005	703	123	158	123	201	100	99	0	1.359	1.308	1.271	1.240	1.481	1.399	0.831	540	4302	100	0	0	0	4471	4344	0.443	2576	1895	2462	1882	1449024	1082850	14.933	9.189	44	35	65	127	5610
16	1	15	""	""	17065	50460	115	1235	1239	190	1220	1530	1220	1274	0	0	0	595	627	215	344	530	344	451	14	2	0	0.060	0.067	0.453	0.433	4.316	3.082	0.684	392	3063	100	0	0	0	266	302	-4.065	15	251	19	283	485861	245743	-0.228	0.215	15	34	83	85	5611
16	2	15	""	""	17330	50460	115	1730	1752	276	1657	1866	1657	1434	1	0	0	772	812	362	495	668	495	567	10	2	0	0.264	0.300	0.676	0.631	3.463	2.910	0.595	392	3077	100	0	0	0	350	412	-1.924	73	277	95	317	686627	318403	-0.079	0.254	15	44	76	84	5612
16	3	15	""	""	17585	50465	115	1174	1168	177	955	1482	955	1311	0	0	0	605	620	210	292	529	292	486	15	2	0	0.700	0.649	0.730	0.682	2.592	2.913	0.705	392	3074	100	0	0	0	532	541	-0.515	219	313	213	328	457866	242924	-0.240	0.187	15	33	88	91	5613
16	4	15	""	""	17870	50480	150	505	499	160	210	523	210	635	2	0	0	501	500	208	122	217	122	396	47	3	0	0.778	0.765	0.770	0.778	1.891	1.719	0.369	716	5250	100	0	0	0	674	667	-0.361	295	379	289	378	356951	357647	-0.038	0.715	32	41	121	182	5614
16	5	15	""	""	18140	50480	140	520	526	170	169	190	169	173	90	51	0	550	567	246	89	120	89	358	72	10	0	0.761	0.747	0.753	0.757	1.673	0.333	0.497	624	4631	100	0	0	0	812	835	-0.393	351	461	357	478	328203	353830	1.942	1.249	32	43	91	298	5615
16	6	15	""	""	18410	50485	135	500	506	81	194	317	194	377	18	0	0	510	529	154	124	207	124	269	85	16	0	0.793	0.770	0.779	0.797	1.585	1.364	0.417	540	4311	100	0	0	0	692	717	-0.335	306	386	312	405	273027	285638	0.501	1.197	16	29	118	129	5616
16	7	15	""	""	18680	50500	85	145	150	41	162	210	162	249	0	0	0	77	82	44	87	132	87	252	0	0	0	1.700	2.400	0.923	1.001	3.598	5.029	0.116	208	1660	100	0	0	0	-27	-17	0.766	-17	-10	-12	-5	31117	17074	-0.241	-0.198	27	53	118	190	5617
16	8	15	""	""	18945	50485	55	153	159	40	150	152	150	40	15	4	0	86	91	53	70	80	70	47	23	9	0	0.188	0.429	0.778	0.810	3.280	0.296	0.003	80	656	100	0	0	0	19	30	-2.415	3	16	9	21	12716	7244	0.175	0.234	25	58	26	58	5618
16	9	15	""	""	19235	50480	60	165	171	45	164	167	164	48	18	3	0	89	94	51	82	92	82	63	13	2	0	0.143	0.583	0.716	0.746	4.478	0.136	0.005	120	820	100	0	0	0	8	19	-2.807	1	7	7	12	20481	11261	0.083	0.032	26	54	28	68	5619
16	10	15	""	""	19505	50455	50	168	168	30	166	168	166	39	10	3	0	77	91	51	83	91	83	53	16	3	0	-0.333	0.250	0.561	0.540	3.521	0.067	0.003	80	560	100	0	0	0	-4	10	Error	2	-6	2	8	13410	7306	0.000	0.000	17	56	23	58	5620
16	11	15	""	""	19770	50465	55	175	180	57	181	187	181	53	6	1	0	96	108	62	90	98	90	54	19	10	0	-1.000	-0.056	0.762	0.826	3.877	0.579	0.029	80	656	100	0	0	0	0	17	Error	-6	6	-1	18	14382	8655	-0.132	0.185	31	57	28	55	5621
16	12	15	""	""	20040	50465	65	173	172	35	176	184	176	67	0	0	0	93	97	52	87	99	87	66	9	3	0	-0.500	-0.400	0.600	0.609	3.952	0.047	0.003	120	940	100	0	0	0	3	6	Error	-3	6	-4	10	20603	11697	-0.179	-0.030	20	53	36	66	5622
16	13	15	""	""	20295	50475	80	193	203	91	213	242	213	127	1	0	0	89	114	211	112	215	112	547	0	0	0	0.870	-5.000	0.820	0.839	3.584	0.439	0.353	208	1512	100	0	0	0	-43	-8	-0.202	-20	-23	-10	2	42240	23673	-0.307	-0.185	44	185	52	254	5623
16	14	15	""	""	20570	50470	65	213	230	180	204	215	204	94	3	1	0	99	128	138	106	117	106	71	15	5	0	-1.286	1.182	0.606	0.602	3.138	1.256	0.476	120	940	100	0	0	0	2	48	Error	9	-7	26	22	27649	15327	0.160	0.155	78	107	43	60	5624
16	15	15	""	""	20860	50470	55	234	251	72	230	290	230	263	0	0	0	113	115	59	127	205	127	421	0	0	0	-0.286	-1.750	1.000	1.161	4.613	0.281	0.641	80	656	100	0	0	0	-10	9	Error	4	-14	21	-12	20116	9230	-0.148	-0.214	28	51	90	205	5625
16	1	16	""	""	17060	50750	140	1868	1915	1079	169	188	169	145	98	96	0	1912	1957	635	100	121	100	152	98	96	0	0.938	0.940	0.928	0.940	1.306	1.074	0.792	624	4712	100	0	0	0	3511	3603	-0.093	1699	1812	1746	1857	1194790	1221357	11.910	12.079	56	32	77	125	5626
16	2	16	""	""	17340	50760	135	1877	1934	297	177	208	177	192	100	100	0	1912	2025	468	118	149	118	214	100	100	0	0.948	0.921	0.929	0.935	1.198	0.888	0.940	540	4303	100	0	0	0	3494	3664	-0.078	1700	1794	1757	1907	1044379	1093461	8.990	8.766	15	23	92	143	5627
16	3	16	""	""	17605	50755	135	1898	1968	319	170	203	170	232	100	100	0	1963	2084	501	109	145	109	247	100	100	0	0.932	0.910	0.920	0.923	1.218	0.918	0.893	540	4285	100	0	0	0	3582	3773	-0.102	1728	1854	1798	1975	1062503	1125299	7.608	7.850	16	24	114	170	5628
16	4	16	""	""	17880	50775	150	952	1156	1399	180	264	180	311	91	76	0	1242	1527	1925	111	174	111	266	93	90	0	0.683	0.689	0.677	0.699	1.534	0.725	0.893	716	5034	100	0	0	0	1903	2392	-0.551	772	1131	976	1416	827693	1093029	2.868	5.086	121	126	117	152	5629
16	5	16	""	""	18150	50775	145	894	1032	489	189	239	189	274	97	79	0	1151	1425	933	110	150	110	209	99	98	0	0.677	0.641	0.667	0.662	1.469	0.608	0.712	624	4699	100	0	0	0	1746	2158	-0.562	705	1041	843	1315	643992	889365	2.894	6.100	47	65	114	139	5630
16	6	16	""	""	18420	50770	145	987	1134	547	231	444	231	518	87	24	0	1324	1569	906	165	309	165	443	97	75	0	0.652	0.643	0.657	0.649	1.465	0.502	0.423	624	4695	100	0	0	0	1915	2307	-0.616	756	1159	903	1404	707874	978777	1.332	2.844	48	57	116	143	5631
16	7	16	""	""	18685	50755	140	640	645	141	206	360	206	453	44	1	0	678	705	263	130	258	130	441	70	9	0	0.792	0.763	0.786	0.792	1.554	0.821	0.527	624	4583	100	0	0	0	982	1014	-0.336	434	548	439	575	402327	439852	0.629	1.014	21	37	125	170	5632
16	8	16	""	""	18950	50755	145	650	815	2138	177	226	177	230	99	56	0	706	908	2694	100	147	100	246	98	71	0	0.781	0.790	0.787	0.807	1.454	0.777	0.868	624	4807	100	0	0	0	1079	1446	-0.357	473	606	638	808	508362	566314	2.561	3.093	262	296	101	167	5633
16	9	16	""	""	19220	50755	145	620	640	196	179	243	179	258	96	25	0	703	735	251	103	168	103	740	29	0	0	0.735	0.729	0.738	0.747	1.574	0.900	0.567	624	4884	100	0	0	0	1041	1093	-0.444	441	600	461	632	399195	458407	1.539	0.766	30	34	106	440	5634
16	10	16	""	""	19620	50765	130	5757	5782	1397	198	214	198	251	100	99	0	5930	6065	1603	103	128	103	303	100	100	0	0.954	0.937	0.952	0.925	1.329	0.927	0.916	540	4048	100	0	0	0	11386	11546	-0.068	5559	5827	5584	5962	3122027	3274998	22.183	19.594	24	26	117	236	5635
16	11	16	""	""	19875	50765	130	5982	6052	2084	206	231	206	292	100	100	0	6211	6293	1806	105	128	105	222	100	100	0	0.946	0.945	0.935	0.954	1.287	0.967	0.849	540	4048	100	0	0	0	11882	12034	-0.080	5776	6106	5846	6188	3268286	3398000	19.935	27.770	34	28	126	173	5636
16	12	16	""	""	20155	50765	130	5856	5899	1329	207	221	207	88	100	100	0	6009	6133	1633	112	124	112	86	100	100	0	0.958	0.945	0.942	0.951	1.256	0.929	0.927	540	3435	100	0	0	0	11546	11713	-0.062	5649	5897	5692	6021	3185631	3311661	64.523	69.872	22	26	39	69	5637
16	13	16	""	""	20305	50750	140	786	1092	1739	199	224	199	155	97	92	0	699	1172	2944	112	142	112	206	97	78	0	1.000	0.842	1.006	0.986	1.736	0.598	0.872	624	4034	100	0	0	0	1174	1953	0.000	587	587	893	1060	681509	731405	5.600	5.000	159	251	69	145	5638
16	14	16	""	""	20580	50750	135	1225	1355	734	216	333	216	962	54	11	0	1036	1145	626	124	293	124	984	45	6	0	1.106	1.116	1.086	1.077	1.687	1.110	0.898	540	4280	100	0	0	0	1921	2160	0.146	1009	912	1139	1021	731932	618247	1.062	0.866	54	54	288	335	5639
16	15	16	""	""	20840	50745	135	1735	2117	2914	239	361	239	369	97	83	0	1439	1886	2765	138	318	138	575	90	61	0	1.150	1.074	1.098	1.062	1.732	1.016	0.683	540	4296	100	0	0	0	2797	3626	0.201	1496	1301	1878	1748	1143176	1018603	4.759	2.727	137	146	102	180	5640
16	1	17	""	""	17055	51025	145	2553	2474	1755	178	196	178	120	100	96	0	2061	2116	1441	93	115	93	140	100	99	0	1.207	1.135	1.033	0.972	1.637	1.174	0.796	624	4854	100	0	0	0	4343	4319	0.271	2375	1968	2296	2023	1543601	1320440	18.983	14.293	70	68	61	121	5641
16	2	17	""	""	17330	51030	130	1646	1998	1592	178	221	178	226	95	69	0	1433	1826	1308	100	150	100	218	99	90	0	1.101	1.054	0.923	0.874	1.759	1.146	0.794	540	4058	100	0	0	0	2801	3546	0.139	1468	1333	1820	1726	1079075	985993	7.863	7.688	79	71	102	145	5642
16	3	17	""	""	17595	51025	135	1416	1672	1293	180	227	180	245	86	65	0	1292	1554	1190	105	161	105	260	94	76	0	1.041	1.030	0.913	0.864	2.049	1.055	0.697	540	4285	100	0	0	0	2423	2941	0.058	1236	1187	1492	1449	902855	839178	5.898	5.358	77	76	107	161	5643
16	4	17	""	""	17875	51020	135	7153	6619	2158	193	265	193	273	98	96	0	10693	9784	3452	117	169	117	196	98	97	0	0.658	0.665	0.659	0.691	1.321	0.649	0.953	540	4178	100	0	0	0	17536	16093	-0.604	6960	10576	6426	9667	3574091	5283623	23.275	49.056	32	35	103	115	5644
16	5	17	""	""	18145	51025	130	7053	6434	2228	197	252	197	292	97	95	0	10635	9838	3833	118	159	118	205	97	96	0	0.652	0.642	0.650	0.671	1.469	0.618	0.920	540	4010	100	0	0	0	17373	15957	-0.617	6856	10517	6237	9720	3474314	5312578	21.171	47.215	34	38	115	128	5645
16	6	17	""	""	18415	51020	130	7328	6709	2455	217	366	217	461	95	94	0	11282	10137	4077	146	251	146	380	96	94	0	0.639	0.650	0.649	0.676	1.386	0.627	0.929	540	4010	100	0	0	0	18247	16483	-0.647	7111	11136	6492	9991	3622667	5473937	13.759	26.016	36	40	125	151	5646
16	7	17	""	""	18690	51030	135	6743	6447	2284	226	312	226	296	96	95	0	10638	10077	3856	165	242	165	276	98	96	0	0.622	0.628	0.629	0.623	1.378	0.610	0.944	540	4262	100	0	0	0	16990	16133	-0.684	6517	10473	6221	9912	3481170	5441602	20.726	35.634	35	38	94	114	5647
16	8	17	""	""	18960	51030	135	7004	7006	1611	203	277	203	253	100	100	0	10942	10966	2177	143	216	143	219	100	100	0	0.630	0.629	0.630	0.630	1.285	0.618	0.915	540	4254	100	0	0	0	17600	17626	-0.667	6801	10799	6803	10823	3783189	5921466	26.597	49.087	22	19	91	101	5648
16	9	17	""	""	19235	51030	140	6797	5790	3014	204	575	204	1422	82	78	0	10725	8983	4737	145	665	145	2312	82	79	0	0.623	0.632	0.635	0.630	1.703	0.614	0.886	624	4576	100	0	0	0	17173	14424	-0.682	6593	10580	5586	8838	3612805	5605414	3.667	3.598	52	52	247	347	5649
16	10	17	""	""	19490	51025	125	3300	3161	993	226	494	226	1183	98	67	0	2486	2540	912	132	506	132	1773	72	9	0	1.306	1.219	1.238	1.230	1.266	1.207	0.891	460	3684	100	0	0	0	5428	5343	0.385	3074	2354	2935	2408	1454210	1168322	2.254	1.147	31	35	239	350	5650
16	11	17	""	""	19765	51025	120	2761	2802	823	231	282	231	1087	98	67	0	2269	2280	687	109	170	109	1390	88	18	0	1.171	1.184	1.173	1.185	1.273	0.862	0.897	460	3460	100	0	0	0	4690	4742	0.228	2530	2160	2571	2171	1288982	1048884	2.318	1.518	29	30	385	817	5651
16	12	17	""	""	20030	51025	125	2908	2937	1030	210	227	210	256	100	99	0	2342	2440	974	113	131	113	192	100	100	0	1.210	1.172	1.161	1.176	1.272	1.155	0.915	460	3704	100	0	0	0	4927	5054	0.275	2698	2229	2727	2327	1350797	1122404	10.586	12.026	35	39	112	146	5652
16	13	17	""	""	20300	51020	135	1425	1450	336	250	429	250	534	98	66	0	1713	1797	720	160	252	160	311	100	99	0	0.757	0.733	0.748	0.739	1.348	0.688	0.832	540	4233	100	0	0	0	2728	2837	-0.402	1175	1553	1200	1637	782989	970501	1.912	4.968	23	40	124	123	5653
16	14	17	""	""	20575	51025	140	1892	2817	5389	290	518	290	1009	93	28	0	2434	3669	7023	187	363	187	1016	96	63	1	0.713	0.726	0.714	0.722	1.399	0.728	0.744	624	4605	100	0	0	0	3849	6009	-0.488	1602	2247	2527	3482	1757647	2289359	2.278	3.254	191	191	194	279	5654
16	15	17	""	""	20850	51025	135	1836	1857	945	244	364	244	406	95	91	0	2280	2357	1147	161	279	161	664	93	87	0	0.751	0.735	0.761	0.755	1.413	0.635	0.783	540	4290	100	0	0	0	3711	3809	-0.413	1592	2119	1613	2196	1002526	1272761	3.677	3.130	50	48	111	237	5655
16	1	18	""	""	17075	51285	125	2019	2193	1378	181	216	181	138	97	95	0	2235	2251	946	93	136	93	161	97	94	0	0.858	0.932	0.858	0.920	1.657	1.075	0.626	460	3698	100	0	0	0	3980	4170	-0.221	1838	2142	2012	2158	1008733	1035366	14.326	13.137	62	42	63	118	5656
16	2	18	""	""	17350	51290	130	1851	1814	879	178	229	178	971	84	27	0	2107	2099	1001	97	173	97	1219	84	26	0	0.832	0.817	0.811	0.815	1.540	0.801	0.841	540	4058	100	0	0	0	3683	3638	-0.265	1673	2010	1636	2002	979424	1133593	1.632	1.580	48	47	424	704	5657
16	3	18	""	""	17615	51290	130	1833	1825	655	177	222	177	969	89	30	0	2098	2106	732	99	168	99	1202	90	21	0	0.828	0.821	0.823	0.805	1.547	0.818	0.824	540	4033	100	0	0	0	3655	3655	-0.272	1656	1999	1648	2007	985303	1137448	1.654	1.612	35	34	436	715	5658
16	4	18	""	""	17870	51295	130	641	733	527	177	192	177	143	100	97	0	821	966	805	97	124	97	144	100	99	0	0.641	0.640	0.639	0.649	1.377	0.633	0.847	540	3984	100	0	0	0	1188	1425	-0.642	464	724	556	869	395887	521580	3.783	5.847	71	83	74	116	5659
16	5	18	""	""	18145	51295	135	657	722	424	185	203	185	143	99	95	0	827	923	536	96	132	96	184	100	98	0	0.646	0.649	0.633	0.639	1.482	0.655	0.614	540	4219	100	0	0	0	1203	1364	-0.631	472	731	537	827	389641	498588	3.629	4.299	58	58	70	139	5660
16	6	18	""	""	18410	51295	130	624	648	214	187	241	187	302	85	16	0	811	870	441	109	165	109	290	96	69	0	0.623	0.606	0.623	0.616	1.569	0.536	0.753	540	3990	100	0	0	0	1139	1222	-0.684	437	702	461	761	349686	469692	1.348	2.431	33	50	125	175	5661
16	7	18	""	""	18680	51295	155	14660	14580	3861	234	347	234	374	100	99	0	21442	21932	7020	190	273	190	329	100	100	0	0.679	0.660	0.689	0.653	1.327	0.631	0.947	716	5028	100	0	0	0	35678	36088	-0.559	14426	21252	14346	21742	10439185	15703489	38.056	65.833	26	32	107	120	5662
16	8	18	""	""	18950	51295	155	12755	12688	3496	229	276	229	440	98	97	0	18254	19080	6492	191	250	191	781	99	99	0	0.693	0.660	0.698	0.648	1.419	0.630	0.951	716	5003	100	0	0	0	30589	31348	-0.528	12526	18063	12459	18889	9084629	13661193	28.209	24.110	27	34	159	312	5663
16	9	18	""	""	19220	51300	145	13171	13566	2368	231	623	231	1731	100	100	0	19612	20795	5067	199	800	199	2861	100	100	0	0.667	0.647	0.661	0.653	1.145	0.618	0.952	624	4749	100	0	0	0	32353	33931	-0.585	12940	19413	13335	20596	8465118	12976009	7.477	6.989	17	24	277	357	5664
16	10	18	""	""	19495	51295	125	2076	2205	587	213	736	213	1758	60	3	0	1616	1835	788	128	937	128	2763	6	1	0	1.252	1.167	1.217	1.213	1.339	0.727	0.851	460	3703	100	0	0	0	3351	3699	0.324	1863	1488	1992	1707	1014449	843951	0.836	0.325	26	42	238	294	5665
16	11	18	""	""	19760	51290	125	2045	2149	474	208	293	208	646	100	98	0	1720	1856	605	97	214	97	1029	96	23	0	1.132	1.103	1.131	1.135	1.289	0.543	0.396	460	3704	100	0	0	0	3460	3700	0.179	1837	1623	1941	1759	988325	853570	2.873	1.596	22	32	220	480	5666
16	12	18	""	""	20025	51290	125	2473	2531	624	208	253	208	254	99	99	0	1924	2118	773	108	139	108	287	100	99	0	1.247	1.156	1.218	1.170	1.423	1.049	0.807	460	3704	100	0	0	0	4081	4333	0.319	2265	1816	2323	2010	1164249	974374	8.969	6.895	24	36	100	206	5667
16	13	18	""	""	20315	51270	130	4932	5017	1084	752	1255	752	1052	100	100	0	13512	12137	6350	412	490	412	306	100	99	0	0.319	0.364	0.334	0.487	2.378	0.215	0.624	540	3962	100	0	0	0	17280	15990	-1.648	4180	13100	4265	11725	2709225	6554243	3.576	38.062	21	52	83	62	5668
16	14	18	""	""	20555	51275	120	4617	4825	1330	910	1294	910	959	100	98	0	10950	10778	4941	432	511	432	645	98	94	0	0.352	0.378	0.359	0.443	1.929	0.254	0.655	460	3409	100	0	0	0	14225	14261	-1.505	3707	10518	3915	10346	2219500	4957947	3.682	15.918	27	45	74	126	5669
16	15	18	""	""	20835	51280	125	5196	5197	1185	412	705	412	639	100	100	0	11424	11079	5010	329	373	329	242	100	100	0	0.431	0.445	0.443	0.545	1.989	0.338	0.770	460	3697	100	0	0	0	15879	15535	-1.214	4784	11095	4785	10750	2390555	5096257	7.030	44.240	22	45	90	64	5670
16	1	19	""	""	17060	51565	135	2004	2069	824	173	229	173	225	100	99	0	2589	2651	808	85	131	85	303	100	100	0	0.731	0.739	0.718	0.714	1.451	0.736	0.772	540	4228	100	0	0	0	4335	4462	-0.452	1831	2504	1896	2566	1117208	1431461	8.178	8.317	39	30	98	231	5671
