ATF	1.0 
30	57     
"Type=GenePix Export 3" 
"DateTime=2014/03/28 12:10:34" 
"Settings=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_setting.gps" 
"GalFile=" 
"PixelSize=5" 
"Wavelengths=532	635" 
"ImageFiles=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 2	C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 3" 
"NormalizationMethod=None" 
"NormalizationFactors=1	1" 
"JpegImage=" 
"StdDev=Type 1" 
"RatioFormulations=W1/W2 (532/635)" 
"FeatureType=Circular" 
"Barcode=" 
"BackgroundSubtraction=LocalFeature" 
"ImageOrigin=0, 0" 
"JpegOrigin=715, 1395" 
"Creator=GenePix Pro 7.2.29.002" 
"Scanner=GenePix 4300 [122871]" 
"FocusPosition=0" 
"Temperature=0" 
"LinesAveraged=1" 
"Comment=" 
"PMTGain=425	570" 
"ScanPower=70	90" 
"LaserPower=2.11	1.69" 
"Filters=Standard Green	Standard Red" 
"ScanRegion=0,0,4400,14400" 
"ScanArea=1" 
"Supplier=" 
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"F532 CV"	"F635 CV"	"B532 CV"	"B635 CV"	"Index" 
16	2	19	""	""	17335	51570	140	1975	2061	793	184	321	184	420	99	96	0	2564	2638	769	95	155	95	400	100	100	0	0.725	0.738	0.706	0.713	1.379	0.744	0.819	624	4530	100	0	0	0	4260	4420	-0.463	1791	2469	1877	2543	1285770	1645918	4.143	6.207	38	29	130	258	5672
16	3	19	""	""	17610	51570	135	1832	1961	1503	204	375	204	437	100	90	0	2419	2626	2424	107	162	107	337	100	100	0	0.704	0.697	0.679	0.681	1.434	0.629	0.816	540	3955	100	0	0	0	3940	4276	-0.506	1628	2312	1757	2519	1059004	1418172	3.629	7.312	76	92	116	208	5673
16	4	19	""	""	17835	51550	150	202	215	72	231	529	231	728	0	0	0	90	103	70	115	187	115	241	1	0	0	1.160	1.333	1.202	1.215	3.164	4.300	0.277	716	4722	100	-75	0	0	-54	-28	0.214	-29	-25	-16	-12	154210	73760	-0.431	-0.349	33	67	137	128	5674
16	5	19	""	""	18105	51550	150	237	246	65	273	549	273	722	0	0	0	96	106	70	126	207	126	264	0	0	0	1.200	1.350	1.213	1.227	3.228	1.186	0.400	716	4938	100	-75	0	0	-66	-47	0.263	-36	-30	-27	-20	175993	76026	-0.420	-0.383	26	66	131	127	5675
16	6	19	""	""	18375	51550	150	226	231	56	252	460	252	536	0	0	0	104	110	69	130	187	130	222	0	0	0	1.000	1.050	1.065	1.030	3.933	1.653	0.256	716	5055	100	-75	0	0	-52	-41	0.000	-26	-26	-21	-20	165270	79049	-0.427	-0.347	24	62	116	118	5676
16	7	19	""	""	18680	51565	130	7677	7382	1759	320	372	320	225	100	99	0	6531	6320	1447	220	258	220	218	100	100	0	1.166	1.158	1.159	1.130	1.288	1.163	0.960	540	4054	100	0	0	0	13668	13162	0.221	7357	6311	7062	6100	3986314	3412773	31.156	27.807	23	22	60	84	5677
16	8	19	""	""	18950	51565	130	7495	7311	1570	275	300	275	115	100	99	0	6332	6226	1496	204	227	204	122	100	99	0	1.178	1.168	1.173	1.174	1.231	1.161	0.969	540	4054	100	0	0	0	13348	13058	0.237	7220	6128	7036	6022	3948146	3362082	60.965	49.172	21	24	38	53	5678
16	9	19	""	""	19220	51565	130	7709	7390	1853	268	290	268	106	100	99	0	6501	6289	1565	198	216	198	112	99	99	0	1.181	1.169	1.177	1.153	1.290	1.175	0.958	540	3704	100	0	0	0	13744	13213	0.239	7441	6303	7122	6091	3990698	3395928	66.981	54.223	25	24	36	51	5679
16	10	19	""	""	19425	51555	150	175	183	71	193	213	193	95	2	1	0	84	97	60	111	141	111	327	0	0	0	0.667	0.714	0.805	0.754	3.405	0.060	0.087	716	4497	100	-75	0	0	-45	-24	-0.585	-18	-27	-10	-14	130969	69220	-0.316	-0.135	38	61	44	231	5680
16	11	19	""	""	19645	51565	150	167	173	56	166	183	166	490	0	0	0	76	87	49	80	113	80	719	0	0	0	-0.250	1.000	1.000	0.928	3.681	0.113	0.015	716	5025	100	-75	0	0	-3	14	Error	1	-4	7	7	123914	62036	-0.020	-0.036	32	56	267	636	5681
16	12	19	""	""	19965	51555	150	163	174	111	167	197	167	779	0	0	0	80	90	73	83	133	83	1109	0	0	0	1.333	1.000	0.793	0.795	4.048	0.503	0.930	716	5416	100	-75	0	0	-7	14	0.415	-4	-3	7	7	124929	64621	-0.030	-0.039	63	81	395	833	5682
16	13	19	""	""	20300	51560	125	592	612	151	215	283	215	249	87	19	0	896	928	261	123	159	123	132	100	99	0	0.488	0.493	0.479	0.485	1.443	0.478	0.785	460	3704	100	0	0	0	1150	1202	-1.036	377	773	397	805	281357	426736	1.321	5.826	24	28	87	83	5683
16	14	19	""	""	20570	51560	130	551	566	170	229	450	229	2729	0	0	0	805	822	329	135	357	135	2824	0	0	0	0.481	0.491	0.486	0.492	1.715	1.003	0.770	540	4084	100	0	0	0	992	1024	-1.057	322	670	337	687	305744	443858	0.043	0.165	30	40	606	791	5684
16	15	19	""	""	20835	51560	125	576	596	141	216	246	216	187	96	45	0	864	893	313	123	153	123	123	99	98	0	0.486	0.494	0.484	0.495	1.527	0.425	0.667	460	3704	100	0	0	0	1101	1150	-1.041	360	741	380	770	274206	410605	1.872	6.016	23	35	76	80	5685
16	1	20	""	""	17040	51825	160	3165	3254	938	862	1514	862	1418	89	26	0	3171	3416	3811	209	386	209	375	95	81	0	0.778	0.746	0.881	1.069	2.310	0.392	0.220	812	5255	100	0	0	0	5265	5599	-0.363	2303	2962	2392	3207	2641913	2773492	1.227	8.080	28	111	93	97	5686
16	2	20	""	""	17315	51825	165	3625	3742	1240	2931	2447	2931	1589	15	2	0	3093	3236	2076	660	634	660	537	78	63	0	0.285	0.315	0.383	0.430	4.190	0.844	0.234	812	4970	100	0	0	0	3127	3387	-1.810	694	2433	811	2576	3038905	2628034	0.815	4.845	33	64	64	84	5687
16	3	20	""	""	17580	51825	165	3657	3713	834	3094	2586	3094	1474	12	1	0	2594	3218	2242	697	674	697	534	75	57	0	0.297	0.246	0.392	0.418	4.224	0.511	0.164	812	4966	100	0	0	0	2460	3140	-1.753	563	1897	619	2521	3014877	2612859	0.765	4.764	22	69	56	79	5688
16	4	20	""	""	17845	51830	165	3655	3894	1088	1698	1968	1698	1241	85	35	0	3510	3694	2009	375	495	375	377	100	94	0	0.624	0.662	0.531	0.745	2.659	0.610	0.168	812	4966	100	0	0	0	5092	5515	-0.680	1957	3135	2196	3319	3162275	2999893	1.552	8.485	27	54	63	76	5689
16	5	20	""	""	18120	51830	155	3700	3869	849	1210	1473	1210	1000	100	76	0	3852	4001	2314	288	372	288	286	100	99	0	0.699	0.716	0.634	0.856	2.499	0.460	0.215	716	4933	100	0	0	0	6054	6372	-0.517	2490	3564	2659	3713	2770459	2865060	2.396	12.689	21	57	67	76	5690
16	6	20	""	""	18395	51830	160	3515	3594	736	963	1363	963	1059	100	76	0	3647	3653	2092	354	435	354	312	99	93	0	0.775	0.798	0.783	1.010	2.557	0.470	0.270	812	5089	100	0	0	0	5845	5930	-0.368	2552	3293	2631	3299	2918479	2966457	2.107	10.314	20	57	77	71	5691
16	7	20	""	""	18670	51835	145	986	1090	473	525	760	525	705	18	3	0	1003	1209	1649	338	407	338	330	94	51	0	0.693	0.649	0.684	0.694	1.587	0.346	0.427	624	4664	100	0	0	0	1126	1436	-0.529	461	665	565	871	680390	754447	0.468	2.430	43	136	92	81	5692
16	8	20	""	""	18945	51840	150	906	1010	375	369	396	369	155	100	95	0	988	1153	572	263	283	263	141	100	98	0	0.741	0.720	0.736	0.746	1.437	0.666	0.788	716	5070	100	0	0	0	1262	1531	-0.433	537	725	641	890	723305	825405	3.961	6.170	37	49	39	49	5693
16	9	20	""	""	19215	51840	150	903	1007	377	280	295	280	103	100	100	0	952	1167	1026	189	206	189	133	98	96	0	0.817	0.743	0.798	0.822	1.664	0.422	0.467	716	5059	100	0	0	0	1386	1705	-0.292	623	763	727	978	720696	835454	6.913	7.226	37	87	34	64	5694
16	10	20	""	""	19520	51855	105	384	395	82	174	179	174	52	100	96	0	873	921	275	79	91	79	73	100	100	0	0.264	0.262	0.261	0.256	1.492	0.249	0.709	316	2572	100	0	0	0	1004	1063	-1.919	210	794	221	842	124922	291124	4.154	11.370	20	29	29	80	5695
16	11	20	""	""	19770	51855	105	406	418	91	175	210	175	861	0	0	0	884	914	244	76	127	76	1188	8	0	0	0.286	0.290	0.290	0.282	1.475	0.337	0.793	316	2572	100	0	0	0	1039	1081	-1.806	231	808	243	838	132041	288933	0.242	0.662	21	26	410	935	5696
16	12	20	""	""	20030	51855	105	404	423	132	189	293	189	336	13	2	0	897	980	454	83	110	83	109	98	97	0	0.264	0.261	0.256	0.250	1.543	0.243	0.472	316	2451	100	0	0	0	1029	1131	-1.921	215	814	234	897	133582	309628	0.387	7.982	31	46	114	99	5697
16	13	20	""	""	20240	51850	145	717	746	229	236	511	236	524	33	1	0	1140	1199	387	112	159	112	157	100	100	0	0.468	0.469	0.469	0.468	1.336	0.662	0.109	624	4494	100	0	0	0	1509	1597	-1.096	481	1028	510	1087	465249	748211	0.448	6.624	30	32	102	98	5698
16	14	20	""	""	20510	51850	145	746	762	159	367	684	367	673	2	0	0	1149	1180	298	150	416	150	1731	2	0	0	0.379	0.383	0.381	0.375	1.446	0.064	0.056	624	4683	100	0	0	0	1378	1425	-1.398	379	999	395	1030	475226	736487	0.116	0.441	20	25	98	416	5699
16	15	20	""	""	20785	51850	145	765	809	402	244	485	244	596	26	2	0	1221	1316	1246	123	368	123	1563	6	0	0	0.474	0.474	0.480	0.475	1.322	0.554	0.626	624	4751	100	0	0	0	1619	1758	-1.076	521	1098	565	1193	504618	821300	0.544	0.607	49	94	122	424	5700
16	1	21	""	""	17060	52110	135	5264	5248	877	2960	2941	2960	995	96	68	0	1736	1824	719	607	639	607	317	99	87	0	2.041	1.880	2.065	1.954	1.741	1.938	0.556	540	4047	100	0	0	0	3433	3505	1.029	2304	1129	2288	1217	2833739	984743	2.319	3.738	16	39	33	49	5701
16	2	21	""	""	17315	52120	140	5546	5440	915	3781	3751	3781	805	83	58	0	1911	2000	791	844	858	844	309	91	77	0	1.654	1.435	1.844	1.639	2.576	1.855	0.409	624	4269	100	0	0	0	2832	2815	0.726	1765	1067	1659	1156	3394313	1248234	2.098	3.696	16	39	21	36	5702
16	3	21	""	""	17595	52125	140	5218	5139	793	3405	3294	3405	1004	79	40	0	1626	1701	547	727	751	727	484	84	45	0	2.017	1.780	1.944	1.869	1.925	2.132	0.581	624	4048	100	0	0	0	2712	2708	1.012	1813	899	1734	974	3206863	1061232	1.838	1.963	15	32	30	64	5703
16	4	21	""	""	17845	52100	150	1168	1178	272	1408	1656	1408	1238	0	0	0	195	213	93	261	376	261	341	0	0	0	3.636	4.792	3.308	3.053	2.933	4.606	0.665	716	4469	100	-75	0	0	-306	-278	1.862	-240	-66	-230	-48	843635	152780	-0.386	-0.478	23	43	74	90	5704
16	5	21	""	""	18120	52100	150	300	312	85	420	658	420	1886	0	0	0	89	95	50	120	258	120	2042	0	0	0	3.871	4.320	2.449	2.505	3.415	0.872	0.801	716	4586	100	-75	0	0	-151	-133	1.953	-120	-31	-108	-25	223299	68305	-0.183	-0.080	27	52	286	791	5705
16	6	21	""	""	18390	52100	150	285	334	224	328	619	328	1909	0	0	0	134	176	266	144	307	144	2051	0	0	0	4.300	0.188	1.293	1.275	3.613	1.720	0.415	716	4557	100	-75	0	0	-53	38	2.104	-43	-10	6	32	238811	126102	-0.149	-0.064	67	151	308	668	5706
16	7	21	""	""	18660	52100	150	318	527	530	321	401	321	386	17	12	0	195	335	408	183	248	183	332	15	10	0	-0.250	1.355	1.197	1.160	3.125	1.243	0.804	716	4765	100	-75	0	0	9	358	Error	-3	12	206	152	377593	240000	0.326	0.262	100	121	96	133	5707
16	8	21	""	""	18965	52120	150	241	259	102	266	291	266	128	6	2	0	128	146	90	147	172	147	122	8	2	0	1.316	7.000	0.921	0.901	3.593	1.007	0.263	716	4441	100	-75	0	0	-44	-8	0.396	-25	-19	-7	-1	185659	104550	-0.250	-0.213	39	61	43	70	5708
16	9	21	""	""	19205	52100	150	231	239	95	234	243	234	72	13	3	0	114	127	84	118	136	118	117	7	1	0	0.750	0.556	0.889	0.834	3.825	0.832	0.213	716	4302	100	-75	0	0	-7	14	-0.415	-3	-4	5	9	170865	91212	-0.056	-0.077	39	66	29	86	5709
16	10	21	""	""	19475	52095	150	224	226	56	196	255	196	306	0	0	0	110	118	62	91	157	91	364	0	0	0	1.474	1.111	0.981	1.008	3.984	0.197	0.230	716	5098	100	-75	0	0	47	57	0.559	28	19	30	27	161643	84163	-0.095	-0.107	24	52	120	231	5710
16	11	21	""	""	19770	52115	150	194	210	109	188	288	188	360	1	0	0	82	99	113	85	185	85	373	1	0	0	-2.000	1.571	0.856	0.860	3.989	0.916	0.803	716	4563	100	-75	0	0	3	36	Error	6	-3	22	14	150685	71079	-0.217	-0.231	51	114	125	201	5711
16	12	21	""	""	20015	52075	150	196	247	599	192	221	192	180	4	2	0	88	118	254	84	100	84	84	13	4	0	1.000	1.618	0.898	0.977	3.885	2.585	0.635	716	4848	100	-75	0	0	8	89	0.000	4	4	55	34	176621	84367	0.144	0.214	242	215	81	84	5712
16	13	21	""	""	20290	52095	150	177	186	62	200	294	200	327	0	0	0	75	91	120	89	115	89	118	3	1	0	1.643	-7.000	1.021	0.981	4.043	0.666	0.211	716	4578	100	-75	0	0	-37	-12	0.716	-23	-14	-14	2	132879	65292	-0.330	-0.203	33	131	111	102	5713
16	14	21	""	""	20560	52095	150	399	437	307	238	369	238	432	7	1	0	208	267	392	115	200	115	499	4	1	0	1.731	1.309	1.393	1.479	3.100	0.448	0.490	716	4784	100	-75	0	0	254	351	0.792	161	93	199	152	313098	191402	0.157	0.134	70	146	117	249	5714
16	15	21	""	""	20830	52095	150	206	226	146	213	265	213	294	1	1	0	87	119	377	99	152	99	954	1	0	0	0.583	0.650	0.939	0.904	4.300	0.169	0.562	716	4898	100	-75	0	0	-19	33	-0.778	-7	-12	13	20	161855	85527	-0.133	-0.035	64	316	110	627	5715
16	1	22	""	""	16980	52330	150	1113	1109	514	357	1041	357	1073	31	0	0	185	204	139	115	214	115	221	14	1	0	10.800	8.449	6.612	7.615	3.070	5.812	0.697	716	5075	100	-75	0	0	826	841	3.433	756	70	752	89	794386	145771	0.063	-0.045	46	68	103	103	5716
16	2	22	""	""	17255	52330	150	2140	2100	362	1866	1783	1866	1309	0	0	0	351	367	141	294	358	294	302	4	0	0	4.807	3.205	3.456	3.651	3.450	5.273	0.649	716	4928	100	-75	0	0	331	307	2.265	274	57	234	73	1503468	262925	0.242	0.030	17	38	73	84	5717
16	3	22	""	""	17590	52320	150	2067	2114	717	1518	1743	1518	1368	8	0	0	339	360	176	250	353	250	325	8	1	0	6.169	5.418	4.797	5.063	3.185	4.407	0.745	716	4649	100	-75	0	0	638	706	2.625	549	89	596	110	1513862	257893	0.271	0.022	33	48	78	92	5718
16	4	22	""	""	17840	52315	150	559	591	304	279	780	279	923	2	0	0	106	119	69	100	167	100	195	2	0	0	46.667	16.421	5.796	6.143	3.734	7.093	0.548	716	4467	100	-75	0	0	286	331	5.544	280	6	312	19	423190	85031	-0.205	-0.246	51	57	118	116	5719
16	5	22	""	""	18090	52315	150	189	192	50	213	301	213	1475	0	0	0	67	85	194	83	171	83	1639	0	0	0	1.500	-10.500	1.222	1.186	3.564	0.313	0.142	716	4620	100	-75	0	0	-40	-19	0.585	-24	-16	-21	2	137647	60917	-0.074	-0.052	26	228	490	958	5720
16	6	22	""	""	18365	52320	150	200	206	45	205	289	205	1646	0	0	0	75	88	82	85	182	85	1770	0	0	0	0.500	0.333	0.909	0.974	3.882	0.907	0.304	716	4667	100	-75	0	0	-15	4	-1.000	-5	-10	1	3	147406	63173	-0.050	-0.053	21	93	569	972	5721
16	7	22	""	""	18640	52325	150	199	203	48	204	216	204	188	0	0	0	77	88	64	85	102	85	132	2	1	0	0.625	-0.333	0.956	0.835	3.759	1.707	0.529	716	4623	100	-75	0	0	-13	2	-0.678	-5	-8	-1	3	145321	63256	-0.069	-0.106	23	72	87	129	5722
16	8	22	""	""	18900	52305	150	205	210	49	213	229	213	191	1	0	0	90	96	53	93	110	93	115	3	0	0	2.667	-1.000	1.000	1.020	3.804	0.866	0.119	716	4663	100	-75	0	0	-11	0	1.415	-8	-3	-3	3	150222	68741	-0.099	-0.122	23	55	83	104	5723
16	9	22	""	""	19260	52305	150	205	216	109	210	222	210	74	10	2	0	90	101	72	95	110	95	140	2	0	0	1.000	1.000	1.000	1.001	4.218	1.239	0.227	716	4433	100	-75	0	0	-10	12	0.000	-5	-5	6	6	154436	72001	-0.081	-0.064	50	71	33	127	5724
16	10	22	""	""	19455	52385	150	211	224	103	197	232	197	229	1	1	0	104	123	151	87	121	87	244	2	0	0	0.824	0.750	1.000	0.999	3.729	0.257	0.044	716	4483	100	-75	0	0	31	63	-0.280	14	17	27	36	160288	88161	-0.035	0.008	45	122	98	201	5725
16	11	22	""	""	19740	52320	150	201	309	322	203	318	203	400	11	7	0	99	217	372	95	207	95	421	10	6	0	-0.500	0.869	1.023	1.008	3.127	1.028	0.628	716	4658	100	-75	0	0	2	228	Error	-2	4	106	122	221540	155625	-0.023	0.024	104	171	125	203	5726
16	12	22	""	""	20005	52450	150	194	199	49	202	218	202	149	0	0	0	83	91	50	91	110	91	226	0	0	0	1.000	100000.000	0.956	0.948	3.727	0.749	0.477	716	4491	100	-75	0	0	-16	-3	0.000	-8	-8	-3	0	142167	65442	-0.128	-0.084	24	54	68	205	5727
16	13	22	""	""	20320	52320	150	203	216	88	217	260	217	187	2	1	0	95	106	81	103	143	103	174	1	0	0	1.750	-0.333	1.077	0.986	4.278	0.729	0.327	716	4735	100	-75	0	0	-22	2	0.807	-14	-8	-1	3	154912	75882	-0.235	-0.213	40	76	71	121	5728
16	14	22	""	""	20555	52360	150	263	313	151	229	284	229	228	18	2	0	147	185	133	117	176	117	424	1	0	0	1.133	1.235	1.259	1.264	2.819	0.512	0.293	716	4702	100	-75	0	0	64	152	0.181	34	30	84	68	224298	132110	0.127	0.021	48	71	80	240	5729
16	15	22	""	""	20830	52355	150	198	206	58	203	216	203	149	2	1	0	96	105	58	96	118	96	278	1	0	0	100000.000	0.333	0.843	0.881	4.279	0.569	0.196	716	4986	100	-75	0	0	-5	12	16.610	-5	0	3	9	147182	75334	-0.067	-0.047	28	55	68	235	5730
16	1	23	""	""	16975	52660	150	172	179	99	177	180	177	65	5	1	0	65	75	85	63	73	63	56	12	3	0	-2.500	0.167	1.000	0.955	3.790	0.935	0.328	716	5080	100	-75	0	0	-3	14	Error	-5	2	2	12	127913	53491	-0.015	0.036	55	113	36	76	5731
16	2	23	""	""	17285	52670	150	172	179	70	180	193	180	210	0	0	0	61	78	126	69	88	69	276	1	1	0	1.000	-0.111	0.949	0.953	3.885	0.669	0.903	716	4990	100	-75	0	0	-16	8	0.000	-8	-8	-1	9	127994	55953	-0.067	-0.036	39	161	108	313	5732
16	3	23	""	""	17605	52685	150	175	183	73	183	190	183	126	1	0	0	65	77	136	70	80	70	114	2	0	0	1.600	0.000	0.978	0.989	3.765	0.469	0.130	716	4889	100	-75	0	0	-13	7	0.678	-8	-5	0	7	131036	55328	-0.056	-0.026	39	176	66	142	5733
16	4	23	""	""	17890	52630	150	186	189	43	185	193	185	71	6	1	0	63	70	41	68	82	68	212	0	0	0	-0.200	2.000	1.096	1.072	4.292	0.077	0.078	716	4716	100	-75	0	0	-4	6	Error	1	-5	4	2	135036	50432	-0.056	-0.057	22	58	36	258	5734
16	5	23	""	""	18100	52650	150	234	268	135	197	218	197	102	22	9	0	107	136	106	81	107	81	241	7	1	0	1.423	1.291	1.116	1.110	3.641	1.311	0.402	716	4436	100	-75	0	0	63	126	0.509	37	26	71	55	192177	97148	0.490	0.120	50	77	46	225	5735
16	6	23	""	""	18360	52595	150	199	216	127	196	205	196	69	8	3	0	75	90	85	78	91	78	73	9	3	0	-1.000	1.667	0.988	0.949	4.014	1.723	0.262	716	4940	100	-75	0	0	0	32	Error	3	-3	20	12	154493	64429	0.159	-0.014	58	94	33	80	5736
16	7	23	""	""	18625	52600	150	191	199	78	195	199	195	54	9	3	0	77	87	75	79	88	79	53	14	4	0	2.000	0.500	0.980	0.850	4.046	1.065	0.188	716	4661	100	-75	0	0	-6	12	1.000	-4	-2	4	8	142392	62339	0.000	-0.019	39	86	27	60	5737
16	8	23	""	""	18840	52650	150	182	186	39	187	191	187	48	11	1	0	72	80	46	75	84	75	62	10	2	0	1.667	-0.200	0.909	0.971	3.651	0.534	0.020	716	4748	100	-75	0	0	-8	4	0.737	-5	-3	-1	5	133038	57258	-0.104	-0.065	20	57	25	73	5738
16	9	23	""	""	19240	52625	150	189	191	45	190	197	190	63	7	1	0	78	85	49	78	90	78	61	13	1	0	100000.000	0.143	0.903	0.913	4.302	1.226	0.094	716	5159	100	-75	0	0	-1	8	16.610	-1	0	1	7	136550	60978	-0.095	-0.082	23	57	31	67	5739
16	10	23	""	""	19510	52610	150	185	195	87	189	202	189	113	4	2	0	77	91	80	80	94	80	88	7	2	0	1.333	0.545	0.917	0.926	3.864	0.809	0.304	716	4610	100	-75	0	0	-7	17	0.415	-4	-3	6	11	139966	65342	-0.062	-0.034	44	87	55	93	5740
16	11	23	""	""	19765	52580	150	178	184	54	187	196	187	78	3	0	0	74	82	53	79	93	79	116	2	0	0	1.800	-1.000	0.933	0.954	3.920	1.451	0.091	716	4695	100	-75	0	0	-14	0	0.848	-9	-5	-3	3	131428	58706	-0.154	-0.095	29	64	39	124	5741
16	12	23	""	""	20020	52610	150	187	190	50	191	200	191	74	3	0	0	78	86	46	82	97	82	232	0	0	0	1.000	-0.250	0.893	0.955	3.754	0.525	0.023	716	4103	100	-75	0	0	-8	3	0.000	-4	-4	-1	4	136033	61500	-0.135	-0.047	26	53	37	239	5742
16	13	23	""	""	20280	52645	150	184	187	43	195	208	195	162	0	0	0	84	90	46	85	108	85	338	0	0	0	11.000	-1.600	1.000	0.958	4.248	0.380	0.851	716	4762	100	-75	0	0	-12	-3	3.459	-11	-1	-8	5	133545	64373	-0.130	-0.053	22	51	77	312	5743
16	14	23	""	""	20545	52630	150	224	242	134	205	239	205	263	2	1	0	92	128	293	100	154	100	488	1	1	0	-2.375	1.321	0.934	0.904	3.989	0.461	0.768	716	4726	100	-75	0	0	11	65	Error	19	-8	37	28	173106	91755	0.011	-0.053	55	228	110	316	5744
16	15	23	""	""	20810	52620	150	204	218	87	210	235	210	260	2	1	0	103	120	99	107	158	107	535	1	0	0	1.500	0.615	0.865	0.880	3.902	0.327	0.319	716	4935	100	-75	0	0	-10	21	0.585	-6	-4	8	13	156227	86046	-0.065	-0.071	39	82	110	338	5745
16	1	24	""	""	17015	52885	150	186	198	106	179	189	179	280	2	1	0	71	89	109	69	87	69	437	1	1	0	3.500	0.950	1.000	1.047	4.015	0.649	0.911	716	4932	100	-75	0	0	9	39	1.807	7	2	19	20	141794	63886	0.032	0.005	53	122	148	502	5746
16	2	24	""	""	17285	52885	150	184	359	1323	182	196	182	236	8	5	0	78	263	1358	73	94	73	350	5	4	0	0.400	0.932	1.103	1.056	3.549	0.898	0.482	716	4834	100	-75	0	0	7	367	-1.322	2	5	177	190	256825	188210	0.691	0.483	368	516	120	372	5747
16	3	24	""	""	17590	52895	150	180	187	90	180	186	180	58	9	1	0	73	81	51	73	82	73	60	12	3	0	0.000	0.875	0.952	0.914	4.226	1.455	0.114	716	4628	100	-75	0	0	0	15	Error	0	0	7	8	133976	57665	0.017	-0.017	48	62	31	73	5748
16	4	24	""	""	17830	52885	150	180	184	44	182	187	182	64	6	1	0	74	83	52	70	85	70	218	1	0	0	-0.500	0.154	0.849	0.827	4.019	0.083	0.100	716	4827	100	-75	0	0	2	15	Error	-2	4	2	13	131429	59579	-0.047	-0.009	23	62	34	256	5749
16	5	24	""	""	18105	52885	150	236	274	153	198	217	198	105	23	10	0	114	144	112	85	108	85	225	8	1	0	1.310	1.288	1.008	1.016	3.812	1.480	0.357	716	4710	100	-75	0	0	67	135	0.390	38	29	76	59	196145	103235	0.543	0.160	55	77	48	208	5750
16	6	24	""	""	18350	52880	150	201	206	83	196	206	196	195	0	0	0	91	97	50	84	101	84	253	0	0	0	0.714	0.769	0.889	0.870	4.180	0.425	0.456	716	5078	100	-75	0	0	12	23	-0.485	5	7	10	13	147679	69379	0.000	-0.016	40	51	94	250	5751
16	7	24	""	""	18645	52885	150	195	199	51	187	192	187	58	13	2	0	84	92	53	78	89	78	82	9	1	0	1.333	0.857	0.805	0.817	3.931	0.827	0.071	716	5244	100	-75	0	0	14	26	0.415	8	6	12	14	142570	66224	0.121	0.037	25	57	30	92	5752
16	8	24	""	""	18920	52885	150	178	180	40	180	184	180	49	9	1	0	77	89	65	75	84	75	57	16	3	0	-1.000	0.000	0.873	0.855	4.148	0.364	0.025	716	4937	100	-75	0	0	0	14	Error	-2	2	0	14	128970	63430	-0.082	0.088	22	73	26	67	5753
16	9	24	""	""	19190	52885	150	184	192	59	188	199	188	89	4	1	0	81	94	65	84	99	84	113	4	2	0	1.333	0.400	1.017	1.020	4.215	0.523	0.281	716	5008	100	-75	0	0	-7	14	0.415	-4	-3	4	10	137172	67304	-0.079	-0.044	30	69	44	114	5754
16	10	24	""	""	19460	52880	150	185	207	152	185	201	185	128	6	2	0	79	120	348	83	98	83	106	9	3	0	0.000	0.595	0.864	0.881	3.970	0.543	0.515	716	5060	100	-75	0	0	-4	59	Error	0	-4	22	37	148349	85617	0.047	0.208	73	290	63	108	5755
16	11	24	""	""	19730	52880	150	176	180	48	180	186	180	74	4	0	0	79	91	87	80	93	80	118	4	1	0	4.000	0.000	1.000	0.973	4.297	0.241	0.096	716	5195	100	-75	0	0	-5	11	2.000	-4	-1	0	11	128902	65411	-0.081	-0.017	26	95	39	126	5756
16	12	24	""	""	20005	52880	150	179	181	38	182	187	182	58	5	0	0	79	89	52	82	92	82	91	5	1	0	1.000	-0.143	0.807	0.852	4.301	0.237	0.126	716	5091	100	-75	0	0	-6	6	0.000	-3	-3	-1	7	129253	63713	-0.103	-0.033	20	58	31	98	5757
16	13	24	""	""	20280	52880	150	190	194	46	189	205	189	184	1	0	0	87	102	140	87	112	87	308	0	0	0	100000.000	0.333	0.955	0.875	3.777	1.176	0.507	716	4854	100	-75	0	0	1	20	16.610	1	0	5	15	138644	72675	-0.060	-0.032	23	137	89	275	5758
